"","...1","site","date","city","county","state","lat","lng","n_post","upvotes","n_comment","stars","reviews","type","introduce","review","url","hot"
"2079",3232,"Asbury Park Boardwalk",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,32,180,391,4.6,2239,"Historical landmark","Refurbished 19th-century oceanfront walkway with vivid modern murals, ale houses & seafood eateries.","['  Well known spot but a nice secret to take a family and relax for the day or more . I went with my children and was an amazing time. We at at the TV famous Cousins lobster 🦞 had lobster rolls to die for !! Also ice cream next door. Like al … ', '  It was a very nice day in Asbury today. There was a Lobster Race going on, not real lobsters, but people running or walking a 5K to raise money to help protect and restore the shore. There was a band playing on the boardwalk. There were … ', '  It’s a great boardwalk if you’re in central jersey. There are restaurants that have good food and a small carnival that always goes on there.\nGreat place to run and/or take a walk. Also the beach is nice and clean and have … ']","https://www.google.com.tw/maps/place/Asbury+Park+Boardwalk/data=!4m7!3m6!1s0x89c226417c067c81:0x96eeb38827c07241!8m2!3d40.2252316!4d-73.9984251!16s%2Fg%2F11cn3n8krx!19sChIJgXwGfEEmwokRQXLAJ4iz7pY?authuser=0&hl=en&rclk=1",0.481717812146295
"2080",3233,"Stephen Crane House",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,16,77,237,4.2,29,"Historical place","Former home of famous author, now a resource for literary, music, film & other cultural programs.","['  I didn’t take pictures because our tour guide was so interesting. Be prepared for an hour tour. It’s worth it. Hearing about Asbury history was so wonderful. Looking at Stephen Crane family photos and get a glimpse into the religious group … ', '  We just parked across the street from it did not actually go in. This is a great beach town ', '  Very nice tour. We showed up a little past posted hours, but the gentleman was kind enough to show us around anyways. ']","https://www.google.com.tw/maps/place/Stephen+Crane+House/data=!4m7!3m6!1s0x89c226154988a2e1:0x4bdedcc561407a28!8m2!3d40.2236793!4d-74.0068977!16s%2Fg%2F11b7lhs147!19sChIJ4aKISRUmwokRKHpAYcXc3ks?authuser=0&hl=en&rclk=1",0.240036586862205
"2081",3234,"Monmouth Park",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,1,2,19,4.4,2295,"Racecourse","Horse-racing track with restaurants & a beer garden, staging regular meets between May & September.","['  Place i great, we really enjoyed the truck fest. So much food to choose from. The race track was another thing. It was so exciting to be outside and placing bets and watching the races. There are mang areas to sit so if u choose to be away … ', '  Might be my favorite track in all my travels next to Saratoga. The grounds are clean and laid out well so going from the paddocks to the stands are easy. Betting windows and food stations were everywhere and the restrooms clean. … ', '  Wanted to be at a race track for an enjoyable afternoon & found the perfect place.  Easy to drive & free parking for general admission.  Along the left side of the grandstands is a large picnic area where I saw about 40 families enjoying … ']","https://www.google.com.tw/maps/place/Monmouth+Park/data=!4m7!3m6!1s0x89c2254443b7aa95:0x69972413f2817087!8m2!3d40.3082133!4d-74.0183497!16zL20vMDJ4X242!19sChIJlaq3Q0QlwokRh3CB8hMkl2k?authuser=0&hl=en&rclk=1",0.0148243810803668
"2082",3235,"Loch Arbour Beach",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,9,3423,164,4.5,152,"Beach","None","[""  We randomly ended up here because we were trying to see the rise of a super moon.  Since it was the first Beach access after Deal it's where we went for the occasion.  We went on the beach around sunset and noticed lots of different … "", '  A cozy quiet beach  🏖 that gives you access to Asbury park boardwalk . Just a short walk  Which is terrific for Playa bowls  , Pucker French fries 🍟 lemonade and other great food places … ', '  I discovered this beach quite by accident. I was originally headed to Asbury Park, however, since it was so crowded that day, I headed North on Ocean Ave and ran I to a small residential area which I decided to park on Euclid Avenue. I … ']","https://www.google.com.tw/maps/place/Loch+Arbour+Beach/data=!4m7!3m6!1s0x89c226704746ecf9:0x709a278cd19da5b0!8m2!3d40.2323522!4d-73.9966539!16s%2Fg%2F11c0r5sq8d!19sChIJ-exGR3AmwokRsKWd0YwnmnA?authuser=0&hl=en&rclk=1",0.348803807666394
"2083",3236,"St. John's Island",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,250,41310,3292,4.7,38,"Park","None","['  Great place to take photos. As a former resident and my hometown, Asbury Park is my pride and joy. This park has a lot of memories and is a nice place to just relax. Great place for wedding photos as well. ', '  Steve Forbert playing on a cool September afternoon as part of a music series. Thank you Asbury Park Music Foundation. Lovely site. Excellent sound in the park and on the bridge. Every Sunday afternoon thru October! ', '  Beautiful little park in sunset lake. Met some friendly people there too. Nice place to have a peaceful moment on a nice day. ']","https://www.google.com.tw/maps/place/St.+John's+Island/data=!4m7!3m6!1s0x89c2266b2fe0e58f:0x3da531cad638bcce!8m2!3d40.2254768!4d-74.0058576!16s%2Fg%2F11fzf99rv4!19sChIJj-XgL2smwokRzrw41soxpT0?authuser=0&hl=en&rclk=1",6.28754503921284
"2084",3237,"Ocean Grove Tent City",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,250,7320,4821,4.7,59,"Tourist attraction","None","['  Amazing section of ocean grove to check out . So much character and charming little town. Great stores to purchase gifts at and really clean beach . ', '  Great, quiet place at the Jersey Shore. Victorian houses, nice restaurants, beautiful beaches ', '  So cool to see these retro summer tent village. ']","https://www.google.com.tw/maps/place/Ocean+Grove+Tent+City/data=!4m7!3m6!1s0x89c2263807b16627:0xf627e558af19c440!8m2!3d40.2141075!4d-74.0064193!16s%2Fg%2F11c4h9m288!19sChIJJ2axBzgmwokRQMQZr1jlJ_Y?authuser=0&hl=en&rclk=1",4.13749657921701
"2085",3239,"Bradley Cove",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,0,0,0,4.6,537,"Park","None","['  It was good. First time there. (Thanksgiving 2021). One of my pups ran off twice so had to leash her. The other shadows me. But great to have the option to go do this. Clean beach. Friendly folks with well-behaved dogs. If fenced properly, it could be a year-round option. ', '  We had so much fun.  All the dogs were having a good time and all the owners were so great. We will be coming here a lot! … ', '  BE AWARE PEOPLE: DOGS APPARENTLY ARE NOT PERMITTED BEFORE 6PM. We didn’t know that, and we made the trek all the way over here specifically so my dog could enjoy himself. Unfortunately, some lady at the entrance told us “no dogs before 6.” … ']","https://www.google.com.tw/maps/place/Bradley+Cove/data=!4m7!3m6!1s0x89c2266fa587365d:0xad4cac3094ec4d1a!8m2!3d40.2290388!4d-73.9969537!16s%2Fg%2F11c2k4b7p6!19sChIJXTaHpW8mwokRGk3slDCsTK0?authuser=0&hl=en&rclk=1",0
"2086",3240,"The Great Auditorium",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,250,96541,12236,4.7,390,"Auditorium","None","['  Wonderful hall with lots of history, surrounded Ocean Grove\'s unique tents. The Auditorium appears prominently in Woody Allen\'s ""Stardust Memories"". Enrico Caruso performed here in 1910. Great summer worship series with prominent guest … ', '  Came her to see Jermey Camp at Bridgefest 2022. Beautiful Building, all the doors were open so a great cross breeze. Staff was great. Bathroom are outside across the street. On Ocean Grove Beach next to Ashley Park. ', '  Large, beautiful performing space. The feel of it is very nice and refreshing. All the doors are opened when performances are held which lets the air in and keeps it cool. ']","https://www.google.com.tw/maps/place/The+Great+Auditorium/data=!4m7!3m6!1s0x89c226387389f52d:0x30c12a74c0993d58!8m2!3d40.2141197!4d-74.0064279!16s%2Fg%2F1hd_dwwwm!19sChIJLfWJczgmwokRWD2ZwHQqwTA?authuser=0&hl=en&rclk=1",9.7811998345653
"2087",3241,"Seven Presidents Oceanfront Park",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,66,950,953,4.6,2823,"Park","Public ocean park featuring a mile of sandy beach & 38 acres of land, plus restrooms & showers.","['  Very nice beach. Clean and peaceful for the most part. Only issue is the bathroom was disgusting. Wet toilet paper all over the floors. Should really have someone clean it a few times a day. Also need to refill the soap dispensers. ', '  Great place, all the kids had fun. Parking and beach is free for active military and veterans. I wish all beaches were this way. There are basic bathrooms and an open outdoor shower which is nice. They do have food but we brought our own, … ', '  Had a great time cycling along the dedicated bike lanes that run parallel to the boardwalk.  Lots to see and do and the weather was gorgeous.  Beach and facilities were in excellent condition.  Plenty of kiosks to pay for parking and saw several volleyball nets on the beach.  Hope to visit again soon. ']","https://www.google.com.tw/maps/place/Seven+Presidents+Oceanfront+Park/data=!4m7!3m6!1s0x89c23b2b7b255677:0x92633da137964fc9!8m2!3d40.3149992!4d-73.977284!16s%2Fm%2F0ddb31q!19sChIJd1Yleys7wokRyU-WN6E9Y5I?authuser=0&hl=en&rclk=1",1.03015200626967
"2088",3242,"Hathaway Beach",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,0,0,0,4.7,67,"Park","None","['  Beautiful beach! It was pretty empty when we where there. We picked shells and had a grand time! ', '  used to come to beach all the time, now there’s weird rule that you can’t put up a beach canopy because it’s considered a “tent”. A canopy literally designed for the beach are not the same thing as tents. Will not be coming back here. Also they charge 12$ and don’t even maintain the beach in any sort of way. ', '  Best beach name ever! ']","https://www.google.com.tw/maps/place/Hathaway+Beach/data=!4m7!3m6!1s0x89c2277e1b60418f:0xb679bffbc40d54e2!8m2!3d40.240174!4d-73.9939271!16s%2Fg%2F11j9d2m2sm!19sChIJj0FgG34nwokR4lQNxPu_ebY?authuser=0&hl=en&rclk=1",0
"2089",3243,"Bradley Park",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,1,104,31,4.4,46,"Park","None","['  Beautiful town along the boardwalk.have a running across ocean groove and Asbury park. very enjoyable ', '  A small open area near the convention center with a statue of James A. Bradley. ', ""  A nice open area by the convention hall in Asbury Park I had gone for an American Heart Association walk I was part of team takotsubo, it's a nice beautiful area really close to the beach all different types of eateries Amusements and some … ""]","https://www.google.com.tw/maps/place/Bradley+Park/data=!4m7!3m6!1s0x89c226697801f0db:0x764df134a55fc77!8m2!3d40.2240796!4d-73.9998528!16s%2Fg%2F11bzwnjtg0!19sChIJ2_ABeGkmwokRd_xVShPfZAc?authuser=0&hl=en&rclk=1",0.0212764241200718
"2090",3244,"Silverball Retro Arcade",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,2,11,39,4.8,1771,"Video arcade","Boardwalk game arcade starring pinball machines from the 1930s to the present, plus a snack bar.","['  A wave of nostalgia! Just an unreal collection of video games/pinball, and unique & rare games. All in excellent condition, this place cares… anyone complaining about a few out of order games has no idea what it takes to maintain an arcade … ', '  Right on the boardwalk. So many great unique games from the 50s to 2000s. Pay to get in and the games are free. If you like pinball you need to come here. Pizza ain’t bad either. No joke. ', ""  pretty awesome pinball collection in one of the coolest venues i've ever played in. was only put off by the fact that all of the machines have weird 4 and 5 ball settings. this is understandable as most people that happen in there aren't … ""]","https://www.google.com.tw/maps/place/Silverball+Retro+Arcade/data=!4m7!3m6!1s0x89c226421eac8f2f:0xcdbff785530659fa!8m2!3d40.2208605!4d-73.9998231!16s%2Fg%2F1w2y_b_y!19sChIJL4-sHkImwokR-lkGU4X3v80?authuser=0&hl=en&rclk=1",0.0300915494281639
"2091",3249,"Deal Lake Bar + Co.",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,249,11775,48707,4.4,389,"Bar & grill","None","['  I just went for the first time today for a reunion and I loved it!  The outside is great for a beautiful, summer day!  The environment is very lay back and chill!  The food is super good and the bartenders are very friendly! ', '  Fourth time in a row for Wednesday night BINGO. Food is good (try the fried calamari  and wagyu burger). Fun beer selection. Bartenders are friendly and attentive. ', '  Anything chicken related here is amazing - definitely their signature ingredient.  Excellent draft selection, Kitchen is *fast* , staff focused, motivated and eager to please.  I don’t work in the food industry - but whoever the GM is here … ']","https://www.google.com.tw/maps/place/Deal+Lake+Bar+%2B+Co./data=!4m7!3m6!1s0x89c227d1fa31e5f1:0xbe9b44630572eeaa!8m2!3d40.2328224!4d-74.0079459!16s%2Fg%2F11j02zmj4c!19sChIJ8eUx-tEnwokRqu5yBWNEm74?authuser=0&hl=en&rclk=1",4.40460117684218
"2092",3257,"Thompson Park",2022-12-21 16:51:29,"Loch Arbour","Monmouth","New Jersey",40.2323,-74.0013,9,31,64,4.8,1093,"Park","Sizable area featuring a creative arts center, dog park, trails, sports fields & historic buildings.","[""  Whether it's walking the dog, out for a long run or a leisurely bike ride, Thompson Park is a perfect place for a day away.  I am fortunate to live 2 miles or so away and go there often. Great for families or anyone who likes being … "", '  Lovely park for casual walking and dog lovers. The dog park community was welcoming and the park was well maintained.  They have seasonal events, open fields, a playground, off leash dog park, wooded hiking and fields of wild grass.  The varied foliage made for perfect fall photos. We even made a friend! � … ', '  We arrived Nov. 5th and was amazed at the beauty and size of this park. With wide flat trails, we biked around. Absolutely a place I will go again.  Beautiful for walking, biking, strolling. Clean and spacious park. Nice clean bathrooms ']","https://www.google.com.tw/maps/place/Thompson+Park/data=!4m7!3m6!1s0x89c22d8d5b493b37:0x7d6f094ebc86aa48!8m2!3d40.3303927!4d-74.141818!16s%2Fg%2F1tg82ccm!19sChIJNztJW40twokRSKqGvE4Jb30?authuser=0&hl=en&rclk=1",0.134241748934242
